部屋主,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント,取得日
えみち部屋,5,snow angel キー変更： -5,おねがい☆ティーチャー IM,KOTOKO,えみち,,2026/1/17
ブルーベリー部屋,5,配信歌いますー,,,ブルーベリー,,2026/1/17
冨塚部屋,5,BALEFIRE,プリンセッション・オーケストラ Im,識辺かがり(CV.藤本侑里),加古,,2026/1/17
芝ちゃん部屋,5,LAMENT～やがて喜びを～,伝説の勇者の伝説 OP 1,結城アイラ,ヒロ,,2026/1/17
なぎ部屋,4,シャッターチャンス,2.5次元の誘惑 OP,めいちゃん,ネム,,2026/1/17
えみち部屋,4,サクラサクミライコイユメ キー変更： -3,D.C.～ダ・カーポ～ OP 1,yozuca*,えみち,,2026/1/17
ブルーベリー部屋,4,【劇場版総集編 ガールズバンドクライ】[op]もう何もいらない未来／トゲナシトゲアリ bb239 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,4,THE REVO【FINAL SEASON】,僕のヒーローアカデミア OP,ポルノグラフィティ,gavasotaicyo,,2026/1/17
芝ちゃん部屋,4,争い死にゆく者たちに祝福を,聖闘士星矢 セインティア翔 ED2,邪神エリス(M・A・O),せれろん,,2026/1/17
なぎ部屋,3,アイノリユニオン(Ver2),妻、小学生になる。,pachae,なぎ,,2026/1/17
えみち部屋,3,→unfinished→ キー変更： -5,アクセル・ワールド ED 1,KOTOKO,えみち,,2026/1/17
ブルーベリー部屋,3,【幼馴染とはラブコメにならない】[op]あいらびゅ♡／HoneyWorks meets 久住琳 芹澤優 平塚紗依 山本悠有希 ※パート分け有耳コピ bb242 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,3,根性戦隊ガッツマン／根性戦隊ガッツマンOP(サマーリサイタル'98ライブ)／宮村優子[on-off]low,-,,富井精市,,2026/1/17
芝ちゃん部屋,3,いつだって。(Ver2),放浪息子,ダイスケ,naoo,,2026/1/17
なぎ部屋,2,贄-nie-,私を喰べたい、ひとでなし OP,吉乃,にゃむい,,2026/1/17
えみち部屋,2,Flyers!!!キー変更： -3,アイドルマスター ミリオンライブ! シアターデイズ,765 MILLION ALLSTARS『onのみ』,えみち,,2026/1/17
ブルーベリー部屋,2,【THE IDOLM@STER CINDERELLA GIRLS STARLIGHT MASTER PLATINUM NUMBER 10 全開！ミラクルアドベンチャー！】恋／前川みく ※星野源カバー bb243 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,2,うるわし,うるわしの宵の月 Op,UNISON SQUARE GARDEN,加古,,2026/1/17
芝ちゃん部屋,2,キミの花,セイレン OP,奥華子,ぬこ,,2026/1/17
冨塚部屋,1,DEAR HEROES,-,JRA70周年記念WEBCM,gavasotaicyo,,2026/1/17
ブルーベリー部屋,1,【Fate／strange Fake】[op]PROVANT／SawanoHiroyuki[nZk] Jean-Ken Johnny&TAKUMA ※パート分け無し bb244 (On-Off),-,,ブルーベリー,,2026/1/17
芝ちゃん部屋,1,恋のゆくえ,アマガミSS Ed,上崎裡沙(門脇舞以),芝ちゃん,,2026/1/17
けんちぃ部屋,92,TILL THE END,(G)(D) -神々の悪戯,,なぢむ,,2026/1/14
けんちぃ部屋,91,クレクレタコラ,クレクレタコラ,石川進,すみた,,2026/1/14
けんちぃ部屋,90,忍者ハットリくん【_パート分け】,忍者ハットリくん+忍者怪獣ジッポウ OP,前川陽子、熊倉一雄、ヤング・フレッシュ,けんちぃ,,2026/1/14
けんちぃ部屋,89,ReCoda,響け!ユーフォニアム3,TRUE,れい,,2026/1/14
けんちぃ部屋,88,妖怪大作戦(cut&コーラス入-on) ／ 河童の三平妖怪大作戦 OP ／ ヤング・フレッシュ,-,,なぢむ,,2026/1/14
けんちぃ部屋,87,サイボーグ009(1966版),サイボーグ009(1966版),マイスタージンガー,すみた,,2026/1/14
けんちぃ部屋,86,農夫と神様～大きなイチモツ～,-,どぶろっく,けんちぃ,,2026/1/14
けんちぃ部屋,85,Super Love Lotion,ときめきトゥナイト ED,加茂晴美,れい,松屋でちいかわ鍋を食べている時に店内で流れていました。,2026/1/14
けんちぃ部屋,84,戦士の休息 (野生の証明_主題歌) 町田義人 (2ch_VC_ON) UVR-MDX版,-,,なぢむ,,2026/1/14
けんちぃ部屋,83,ワンサくん OP_わんさかワンサくん_ロイヤルナイツ、シンガーズ・スリー_2CH,わ,,すみた,,2026/1/14
けんちぃ部屋,82,レクィエム,Gメン75 ED7,ささきいさお,けんちぃ,,2026/1/14
けんちぃ部屋,81,さすらいの太陽,さすらいの太陽,"スリー・グレイセス, ボーカル・ショップ",れい,,2026/1/14
けんちぃ部屋,80,恐怖の町,怪奇大作戦,サニー・トーンズ,なぢむ,,2026/1/14
けんちぃ部屋,79,アパッチ野球軍_アパッチ野球軍_林恵々子_2ch_SPVC_ON,あ,,すみた,,2026/1/14
けんちぃ部屋,78,【堀江美都子TV主題歌大全集01】紅三四郎／アクビ娘／魔法のマコちゃん／ボクはマコについてゆく (テレビサイズ_OP-ED) 堀江美都子 (2ch_VC_ON) UVR-MDX版,-,,けんちぃ,,2026/1/14
けんちぃ部屋,77,魔女っ子メグちゃん (魔女っ子メグちゃん_OP) 前川陽子 (2ch_VC_ON) UVR online版,-,,れい,昭和から歌ってみよう。,2026/1/14
けんちぃ部屋,76,少年探偵団のうた,少年探偵団(BD7)【ドラマ】,水木一郎、コロムビアゆりかご会、BD7,なぢむ,,2026/1/14
けんちぃ部屋,75,美しさは罪 (パタリロ！_ED) 竹田えり (2ch_VC_ON) UVR-MDX版,-,,すみた,昭和＆BL,2026/1/14
けんちぃ部屋,74,Versailles - ベルサイユ -【_アニメMV版】,[劇場版]ベルサイユのばら 主題歌,絢香,けんちぃ,,2026/1/14
けんちぃ部屋,73,愛の光と影,ベルサイユのばら,,れい,,2026/1/14
けんちぃ部屋,72,嗚呼!!花の応援団,嗚呼!!花の応援団 主題歌,異邦人,なぢむ,,2026/1/14
けんちぃ部屋,71,ちゅんたか!【振付あり、パート分け】,抱かれたい男1位に脅されています。,東谷准太(小野友樹)、西條高人(高橋広樹),すみた,,2026/1/14
けんちぃ部屋,70,つないだ手にキスを,D.Gray-man 第93話挿入歌,アレン・ウォーカー(CV.小林沙苗),けんちぃ,,2026/1/14
けんちぃ部屋,69,[すたじおみりす TeamL⇔R]神無ノ鳥 - 片霧烈火 - ふたりの場所(vo off),-,,れい,,2026/1/14
けんちぃ部屋,68,河内のオッサンの唄,映画 河内のオッサンの唄 OP,ミス花子,なぢむ,,2026/1/14
けんちぃ部屋,67,月灯りの狂詩曲【アニメ】,明治東亰恋伽 OP,KENN,すみた,,2026/1/14
けんちぃ部屋,66,モラトリアム,囀る鳥は羽ばたかない The clouds gather 主題歌,Omoinotake,けんちぃ,,2026/1/14
けんちぃ部屋,65,BLゲーム_裸執事 主題歌_裸執事_金瓶梅_2CH,-,,れい,,2026/1/14
けんちぃ部屋,64,SNOW KISS,D.Gray-man ED,NIRGILIS,なぢむ,,2026/1/14
けんちぃ部屋,63,under the darkness【PC】,鬼畜眼鏡 TM,C.G mix,すみた,,2026/1/14
けんちぃ部屋,62,Professionalism,ザ・ファブル OP,ALI feat.般若,けんちぃ,,2026/1/14
けんちぃ部屋,61,IRIS OUT【公式アニメMV】,劇場版 チェンソーマン レゼ篇,米津玄師,つぼはち,,2026/1/14
けんちぃ部屋,60,DESTINARE!【アニメ】,Dance with Devils,鉤貫レム(CV:斉藤壮馬),れい,,2026/1/14
けんちぃ部屋,59,NEVER SAY GOODBYE feat. Mummy-D【第4期】,ゴールデンカムイ,ALI,なぢむ,,2026/1/14
けんちぃ部屋,58,Infinite Love,恋する天使アンジェリーク～心のめざめる時～ OP,GRANRODEO,すみた,,2026/1/14
けんちぃ部屋,57,Live×Evil side of prometheus,Live×Evil 熱砂のプロメテウス OP,遊女,けんちぃ,,2026/1/14
けんちぃ部屋,56,AIZO【パート分け】,呪術廻戦(死滅回游 前編) OP,King Gnu,つぼはち,,2026/1/14
けんちぃ部屋,55,神々の悪戯 - Lunar Maria／小野大輔『on-cut chorus-UVR-cut』,-,,れい,,2026/1/14
けんちぃ部屋,54,テガミバチ_はじまりの日 feat Mummy D【3ch】(G)(D) -スガシカオ -,て,,なぢむ,,2026/1/14
けんちぃ部屋,53,牙狼～SAVIOR IN THE DARK～,GARO-牙狼- OP 2,JAM Project,すみた,,2026/1/14
けんちぃ部屋,52,サクラ,白華の檻-緋色の欠片4- 四季の詩 OP,藤田麻衣子,けんちぃ,,2026/1/14
けんちぃ部屋,51,Stella キー変更： -3,Übel Blatt～ユーベルブラット～ ED,立花日菜,つぼはち,,2026/1/14
けんちぃ部屋,50,モンキーターン_JEWELRY_ココロが止まらない(off)【ハネケン】,も,,れい,,2026/1/14
けんちぃ部屋,49,神様のいうとおり,四畳半神話大系,,なぢむ,,2026/1/14
けんちぃ部屋,48,沸点突破☆LOVE IS POWER☆【アニメ】,美男高校地球防衛部LOVE!LOVE! OP,地球防衛部(箱根有基(山本和臣)、由布院煙(梅原裕一郎)、鬼怒川熱史(西山宏太朗)、鳴子硫黄(白井悠介)、蔵王立(増田俊樹)),すみた,,2026/1/14
けんちぃ部屋,47,悠久ノ空咲ク花,花咲くまにまに OP,いとうかなこ,けんちぃ,,2026/1/14
けんちぃ部屋,46,十六夜涙 キー変更： -3,薄桜鬼,吉岡亜衣加,つぼはち,,2026/1/14
けんちぃ部屋,45,ショコラに夢中,シュガシュガルーン,,れい,,2026/1/14
けんちぃ部屋,44,"【忍者と極道】『ED』[Until You Die Out]「Fear, and Loathing in Las Vegas」(On-Off)(百合川)",-,,なぢむ,,2026/1/14
けんちぃ部屋,43,運命の月は紅【アニメ】,遙かなる時空の中で3 紅の月 OP,ヒノエ(高橋直純)、武蔵坊弁慶(宮田幸季)、平敦盛(保志総一朗),すみた,,2026/1/14
けんちぃ部屋,42,シリウス,キルラキル KILL LA KILL OP,藍井エイル,けんちぃ,,2026/1/14
けんちぃ部屋,41,Cross heart～偽りのない気持ち【パート分け】,機械じかけのマリー ED,マリー(東山奈央),つぼはち,,2026/1/14
けんちぃ部屋,40,ロビンフッドの大冒険 OP_Wood Walker_下成佐登子_2CH,ろ,,れい,,2026/1/14
けんちぃ部屋,39,アジアの狼(モンゴルマンのテーマ)【キン肉マン・さいとうようじ(YOUTUBE動画使用)】,あ,,なぢむ,,2026/1/14
けんちぃ部屋,38,世界の果てまでモコ太郎!,日々は過ぎれど飯うまし,モコ太郎(もえのあずき),すみた,,2026/1/14
けんちぃ部屋,37,Queen of the Night,ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～ ED,カノエラナ,けんちぃ,,2026/1/14
けんちぃ部屋,36,そんなもんね キー変更： -3,日々は過ぎれど飯うまし OP,asmi,つぼはち,,2026/1/14
けんちぃ部屋,35,Cross heart～偽りのない気持ち,機械じかけのマリー ED,マリー(東山奈央),れい,オンボで失礼,2026/1/14
けんちぃ部屋,34,B.B.B.(Be Bad Boy),赤ちゃんと僕 Op,小橋賢児,なぢむ,,2026/1/14
けんちぃ部屋,33,"騎士のKissは雪より優しく【LIVE=4th,FM】",うたの☆プリンスさまっ♪ ED,聖川真斗(鈴村健一),すみた,,2026/1/14
けんちぃ部屋,32,Pastoral,羅小黒戦記 日本語吹替版主題歌,Aimer,けんちぃ,,2026/1/14
けんちぃ部屋,31,God's S.T.A.R.【アニメ】,うたの☆プリンスさまっ♪ マジLOVEレジェンドスター,QUARTET NIGHT,つぼはち,,2026/1/14
けんちぃ部屋,30,【グリッドマン ユニバース】[ed]uni-verse／オーイシマサヨシ(on-off)[ブルーベリー]※武道館live映像_bb165,-,,れい,,2026/1/14
けんちぃ部屋,29,ササゲロ -You Are Mine-【LIVE=2023】,アイドリッシュセブン,ZOOL,なぢむ,,2026/1/14
けんちぃ部屋,28,オルフェ【LIVE=2024KING】,うたの☆プリンスさまっ♪ マジLOVE1000% OP,宮野真守×蒼井翔太×内田雄馬,すみた,,2026/1/14
けんちぃ部屋,27,ひとりごと【_最終までアニメMV版】,薬屋のひとりごと 2nd Season ED2,Omoinotake,けんちぃ,,2026/1/14
けんちぃ部屋,26,TABOO NIGHT XXXX【パート分け】,劇場版 うたの☆プリンスさまっ♪ TABOO NIGHT XXXX LIVE,QUARTET NIGHT,つぼはち,,2026/1/14
けんちぃ部屋,25,約束,ホリミヤ ED,フレンズ,れい,,2026/1/14
けんちぃ部屋,24,だんご大家族,CLANNAD-クラナド-,,なぢむ,,2026/1/14
けんちぃ部屋,23,紬の夏休み【第10話 挿入歌】,Summer Pockets,紬ヴェンダース(CV:岩井映美里),すみた,,2026/1/14
けんちぃ部屋,22,76th Star【ドラマCD】,イタズラなKiss Op,水櫢奈々,けんちぃ,,2026/1/14
けんちぃ部屋,21,フィニステラー キー変更： -3,Summer Pockets OP2,鈴木このみ,つぼはち,,2026/1/14
けんちぃ部屋,20,summer rain,クロスゲームOP,コブクロ,れい,オンボで失礼,2026/1/14
けんちぃ部屋,19,夜奏花【_アニメMV版】,Summer Pockets 第22話挿入歌,鷹原羽未cv.田中あいみ,なぢむ,,2026/1/14
けんちぃ部屋,18,想い出がいっぱい,時々ボソッとロシア語でデレる隣のアーリャさん ED03,アーリャ(CV:上坂すみれ),すみた,,2026/1/14
けんちぃ部屋,17,戦場の華【_last版】,最後にひとつだけお願いしてもよろしいでしょうか OP,CHiCO with HoneyWorks,けんちぃ,,2026/1/14
けんちぃ部屋,16,アルカテイル キー変更： -3,Summer Pockets OP,鈴木このみ,つぼはち,,2026/1/14
けんちぃ部屋,15,二人,H2 ED1_,に帰ろう,れい,あだち充展良かった!,2026/1/14
けんちぃ部屋,14,MOVE MOVE【a子 MV】,宇宙人ムームー,,なぢむ,,2026/1/14
けんちぃ部屋,13,傾奇者燦歌,P真・花の慶次3,大西洋平,すみた,,2026/1/14
けんちぃ部屋,12,かすかなはな【_パート分け】,地獄楽 OP,"キタニタツヤ,BABYMETAL",けんちぃ,練習する,2026/1/14
けんちぃ部屋,11,その瞳で【公式アニメMV】 キー変更： -3,ある日、お姫様になってしまった件について ED,XAI,つぼはち,,2026/1/14
けんちぃ部屋,10,Make Me Wonder,ダーウィン事変 OP,Official髭男dism,れい,オンボで失礼,2026/1/14
けんちぃ部屋,9,ひとひらの花,CR花の慶次 挿入歌,日野あずき,なぢむ,作っていただき、ありがとうございます♪,2026/1/14
けんちぃ部屋,8,[TEST]アブナイキオク／鈴木雅之 feat. 古賀葵／かぐや様は告らせたい 大人への階段 (MVC-On-Off) 【パート分け】,-,,すみた,修正版の動作確認ｗ,2026/1/14
けんちぃ部屋,7,光のすみか,瑠璃の宝石 OP,安田レイ,けんちぃ,,2026/1/14
けんちぃ部屋,6,ムリムリ進化論【公式アニメMV】 キー変更： -3,わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) OP,ナナヲアカリ,つぼはち,,2026/1/14
けんちぃ部屋,5,【[劇場版]ひゃくえむ。 主題歌】 らしさ(cut&コーラス入-on)_ver2 ／ Official髭男dism_1037,-,,れい,,2026/1/14
けんちぃ部屋,4,Touring,終末ツーリング OP,Conton Candy,なぢむ,,2026/1/14
けんちぃ部屋,3,ひとひら【公式アニメMV】,薫る花は凛と咲く IN,宮原ひとみ,すみた,よろしくお願いします,2026/1/14
けんちぃ部屋,2,ニンゲン,人外教室の人間嫌い教師 OP,オーイシマサヨシ,けんちぃ,よろしく,2026/1/14
けんちぃ部屋,1,とある科学の超電磁砲 OPメドレー(cut&コーラス入-on) ／ fripSide_8作(12分) ／ けんちぃ_090,と,,けんちぃ,,2026/1/14
芝ちゃん部屋,108,Believe in yourself,ベイビーステップ OP,阿部真央,Betty,,2026/1/13
芝ちゃん部屋,107,神様のいうとおり,四畳半神話大系,,みにゅ,,2026/1/13
芝ちゃん部屋,106,ベイビーステップ,ベイビーステップ Ed,ベイビーレイズ,芝ちゃん,,2026/1/13
芝ちゃん部屋,105,ライオン【パート分け有】,マクロスF OP 1,"May'n,中島愛",Betty,,2026/1/13
芝ちゃん部屋,104,成るがまま騒ぐまま,有頂天家族2 OP,milktub,こま,,2026/1/13
芝ちゃん部屋,103,TRY UNITE!,輪廻のラグランジェ OP 1,中島愛,みにゅ,,2026/1/13
芝ちゃん部屋,102,One,メジャーセカンド Ed,SHE'S,芝ちゃん,,2026/1/13
芝ちゃん部屋,101,アナタノオト,マクロスF IN,中島愛,Betty,,2026/1/13
芝ちゃん部屋,100,裏切りの夕焼け,デュラララ,THEATRE BROOK,こま,,2026/1/13
芝ちゃん部屋,99,ED,マクロスΔ][God Bless You ワルキューレ(鈴木みのり JUNNA 安野希世乃 東山奈央 西田望見,2016Q3,みにゅ,,2026/1/13
芝ちゃん部屋,98,ずっと君のそばで,烈火の炎 Ed,増田ゆき,芝ちゃん,,2026/1/13
芝ちゃん部屋,97,ホシキラ,マクロスF 恋離飛翼～サヨナラノツバサ～ ED 1,中島愛,Betty,,2026/1/13
芝ちゃん部屋,96,RAGE OF DUST,機動戦士ガンダム 鉄血のオルフェンズ,SPYAIR,こま,,2026/1/13
芝ちゃん部屋,95,ノーザンクロス【パート分け有】,マクロスF ED 2,May'n,みにゅ,,2026/1/13
芝ちゃん部屋,94,Indomitable,るRWBY Vol.6,Jeff Williams Feat.Casey Lee Williams,やん,,2026/1/13
芝ちゃん部屋,93,おサカナになりたい～1000Wに願いを～,ときめきメモリアル Im,虹野沙希(CV. 菅原祥子),芝ちゃん,,2026/1/13
芝ちゃん部屋,92,雲雀,ロード・エルメロイⅡ世の事件簿 魔眼蒐集列車 Grace note ED,ASCA,Betty,,2026/1/13
芝ちゃん部屋,91,君が見た夢の物語,ロード・エルメロイⅡ世の事件簿 魔眼蒐集列車 Grace note ED,ASCA,みにゅ,,2026/1/13
芝ちゃん部屋,90,Gold,ビルディバイド -#FFFFFF- OP,EGOIST,やん,,2026/1/13
芝ちゃん部屋,89,ラブ chu ユー!!,アニマル横町 Op,りぼんガール,芝ちゃん,,2026/1/13
冨塚部屋,88,Dearly star,DOG DAYS ドラマBOX Vol.3 IN,宮野真守,富井精市,,2026/1/13
芝ちゃん部屋,88,cold rain【MV】,魔道祖師 前塵編 ED2,Aimer,Betty,,2026/1/13
冨塚部屋,87,ボールパークでshake! don't shake!【パート分け(コール部分ありざっくりver)bb107】,ボールパークでつかまえて ED,ルリコ(ファイルーズあい)他売り子4人,おーろら,,2026/1/13
芝ちゃん部屋,87,Sunrise Prism,帝乃三姉妹は案外、チョロい。 Ed,帝乃三和(青山吉能),みにゅ,,2026/1/13
冨塚部屋,86,時の舟,ガルフォース 新世紀編 下 ED,渡辺菜生子,富井精市,,2026/1/13
芝ちゃん部屋,86,Stand Proud(English Ver.),ジョジョの奇妙な冒険 第三部,Jonathan Young,やん,,2026/1/13
冨塚部屋,85,真赤な誓い,武装錬金 (4K画質) OP,福山芳樹,オカキん,,2026/1/13
芝ちゃん部屋,85,願いごと,どうせ、恋してしまうんだ ED,マルシィ,芝ちゃん,,2026/1/13
冨塚部屋,84,AMAZING BREAK,TERRAFORMARS,TERRASPEX,おと,,2026/1/13
芝ちゃん部屋,84,【忘却バッテリー】[op]ライラック／Mrs. GREEN APPLE(on-off) ※複合MAD ytbママ_bb235 (On-Off),-,,ブルーベリー,おつかれさまでした,2026/1/13
冨塚部屋,83,明日の私に幸あれ,ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います ED,ナナヲアカリ,おーろら,,2026/1/13
芝ちゃん部屋,83,Beyond【アニメ公式 MV】,魔道祖師 完結編 OP 3,中島美嘉,Betty,,2026/1/13
冨塚部屋,82,BRAVE SOULS～give a reason,スレイヤーズNEXT IN,L・O・N,富井精市,,2026/1/13
芝ちゃん部屋,82,【シャンピニオンの魔女】魔法使いの日記 ※OP暫定版 ／ ロス,-,,みにゅ,,2026/1/13
冨塚部屋,81,乱馬ダ☆ランマ,らんま1/2熱闘編 ED 2,乱馬的歌劇団御一行様,オカキん,,2026/1/13
芝ちゃん部屋,81,飛天【パート分けver1.2】,るろうに剣心-明治剣客浪漫譚-(2023) OP,"Ayase,R-指定",やん,,2026/1/13
冨塚部屋,80,グリーン・グリーン,グリーン・グリーン OP,NANA,がいばー,,2026/1/13
芝ちゃん部屋,80,部屋移動の時間です。,,,システム,,2026/1/13
冨塚部屋,79,ソラノネ,荒野のコトブキ飛行隊 OP,ZAQ,おと,引き続きガイドボーカル頼り。,2026/1/13
芝ちゃん部屋,79,衝動,グランクレスト戦記 ED 2,綾野ましろ,なおみ,,2026/1/13
冨塚部屋,78,スキ?キライ!?スキ!!!,ゼロの使い魔～双月の騎士～ ED,釘宮理恵,おーろら,,2026/1/13
芝ちゃん部屋,78,【かくりよの宿飯】涙のレシピ×ひと匙の光 ※2期3話ED(on-off) ／津場木葵(CV.東山奈央)大旦那(CV.小西克幸),-,,ゆに,,2026/1/13
冨塚部屋,77,そよ風のソナチネ,魔法騎士レイアース IN,笠原弘子,富井精市,,2026/1/13
芝ちゃん部屋,77,【科学×冒険サバイバル】『ED』[松田颯水(ジオ) 小松未可子(ダイヤ)]「survival dAnce」(On-Off)(百合川),-,,芝ちゃん,,2026/1/13
冨塚部屋,76,恋のオーケストラ,謎の彼女X,吉谷彩子,オカキん,,2026/1/13
芝ちゃん部屋,76,heart【bb123】,アン・シャーリー ED,Laura day romance,ブルーベリー,,2026/1/13
冨塚部屋,75,Should be do be sha-la-la,とらぶるEVOCATION ED,大谷育江,がいばー,,2026/1/13
芝ちゃん部屋,75,口直し【和ぬか MV】,白豚貴族ですが前世の記憶が生えたのでひよこな弟育てます,,なおみ,,2026/1/13
冨塚部屋,74,ふたりの羽根,はねバド! OP,YURiKA,おと,これもガイドボーカル頼り。,2026/1/13
芝ちゃん部屋,74,最新話 キー変更： -2,太陽よりも眩しい星 Ed,和ぬか,ゆに,,2026/1/13
冨塚部屋,73,バニラソルト,とらドラ! ED 1,堀江由衣,おーろら,,2026/1/13
芝ちゃん部屋,73,Can't you high!,人妻の唇は缶チューハイの味がして Tm,うづほ,芝ちゃん,,2026/1/13
冨塚部屋,72,プロセス,アイドル伝説えり子 IN,田村英里子,富井精市,,2026/1/13
芝ちゃん部屋,72,味噌汁とバター【bb134】,日々は過ぎれど飯うまし ED,汐れいら,ブルーベリー,,2026/1/13
冨塚部屋,71,ハッピー・ハロウィン MARIA,うみねこのなく頃に,右代宮真里亞(堀江由衣),がいばー,,2026/1/13
芝ちゃん部屋,71,月蝕,ずたぼろ令嬢は姉の元婚約者に溺愛される OP,krage,なおみ,,2026/1/13
冨塚部屋,70,Never Let You Go!,球詠 OP,七穂,おと,ガイドボーカル頼り。,2026/1/13
芝ちゃん部屋,70,陽炎 キー変更： -1,千歳くんはラムネ瓶のなか ED,"神威がくぽ,鏡音レン",ゆに,,2026/1/13
冨塚部屋,69,Say Cheese!,ながされて藍蘭島 ED,堀江由衣,おーろら,,2026/1/13
芝ちゃん部屋,69,ぼくらのランデブー【パート分け有】,やたらやらしい深見くん Tm,梶彰弘(茶介)と深見悠(マシュマロ焼太郎),芝ちゃん,,2026/1/13
冨塚部屋,68,I CAN'T DO ANYTHING -宇宙よ-,機動戦士ガンダム THE ORIGIN V 激突 ルウム会戦,AYA,オカキん,,2026/1/13
芝ちゃん部屋,68,となりあわせ【パート分け有_bb177】,おとなりに銀河 OP,松本千夏,ブルーベリー,覚えてないがー　なんとかなる,2026/1/13
冨塚部屋,67,UNCHAINED HEART,アイドル伝説えり子 ED,橋本舞子,富井精市,,2026/1/13
芝ちゃん部屋,67,Majestic Catastrophe,異世界黙示録マイノグーラ～破滅の文明で始める世界征服～ OP,佐々木李子,なおみ,,2026/1/13
冨塚部屋,66,YOUR SONG,吸血鬼ハンターD,TM NETWORK,がいばー,,2026/1/13
芝ちゃん部屋,66,FLOOR KILLER,グノーシア ED2,梅田サイファー,ゆに,,2026/1/13
冨塚部屋,65,ebullient future(English Version),ef - a tale of melodies. OP,ELISA,おと,,2026/1/13
芝ちゃん部屋,65,線香花火【パート分け有】,ちゃんと吸えない吸血鬼ちゃん ED,"H△G,石川月菜(田中美海)",芝ちゃん,,2026/1/13
冨塚部屋,64,光のすあし キー変更：+4,ロードス島戦記-英雄騎士伝- ED,石橋千恵,おーろら,,2026/1/13
芝ちゃん部屋,64,【Turkey!】[op]ヒャクニチソウ／戸倉家の姫たち [ブルーベリー] ※パート分け_12話まで映像あり_bb191 (On-Off),-,,ブルーベリー,戸倉家の姫バージョン,2026/1/13
冨塚部屋,63,マツケンサンブレイク【《公式MV》】,モンスターハンターライズ:サンブレイク IM,松平健,オカキん,,2026/1/13
芝ちゃん部屋,63,ホロウ【_Ver2】,魔王2099 OP,シユイ,なおみ,,2026/1/13
冨塚部屋,62,山のあな,神秘の世界エルハザード IN,島津冴子,富井精市,,2026/1/13
芝ちゃん部屋,62,アマデウス キー変更： -1,青のオーケストラ Season2 OP,Galileo Galilei,ゆに,,2026/1/13
冨塚部屋,61,俺らこんな村いやだLv.100 [ON] 吉幾三,バイオハザード ヴィレッジ 公式IM,,がいばー,,2026/1/13
芝ちゃん部屋,61,絆創膏,ブサメンガチファイター Ed,金子みゆ,芝ちゃん,,2026/1/13
冨塚部屋,60,IRIS OUT【【公式アニメMV】】,劇場版 チェンソーマン レゼ篇,米津玄師,おと,,2026/1/13
芝ちゃん部屋,60,【ワンダンス】[OP]Stare In Wonder／BEFIRST ※パート分け有・公式MV bb222 (On-Off),-,,ブルーベリー,よろしくお願いします こんにちは2025,2026/1/13
冨塚部屋,59,戦士の休息 (野生の証明_主題歌) 町田義人 (2ch_VC_ON) UVR-MDX版,-,,おーろら,,2026/1/13
芝ちゃん部屋,59,ライトメイカー,一瞬で治療していたのに役立たずと追放された天才治癒師、闇ヒーラーとして楽しく生きる OP,bokula.,なおみ,,2026/1/13
冨塚部屋,58,SOULSOUP,劇場版 SPY×FAMILY,Official髭男dism,オカキん,,2026/1/13
冨塚部屋,57,infinity,幻想魔伝 最遊記 IM,保志総一朗,富井精市,,2026/1/13
芝ちゃん部屋,57,言伝 キー変更： -2,違国日記 ED,Bialystocks,ゆに,,2026/1/13
冨塚部屋,56,人生まだまだあげだマン,ゲンジ通信あげだま,本間かおり,がいばー,,2026/1/13
芝ちゃん部屋,56,バースデイ・ソング,ログ・ホライズン In,五十鈴(CV松井恵理子),芝ちゃん,,2026/1/13
冨塚部屋,55,Believe in yourself,ベイビーステップ OP,阿部真央,おと,,2026/1/13
芝ちゃん部屋,55,Ready Go!(Ver2),オオカミさんと七人の仲間たち,May'n,団長,,2026/1/13
冨塚部屋,54,tenderness抱きしめて キー変更：+4,ピグマリオ ED,山野さと子,おーろら,,2026/1/13
芝ちゃん部屋,54,29,キン肉マン完璧超人始祖編Season 2「29(にく),キン肉マン(CV宮野真守),サイバードラゴン,タカヒロさん有難う,2026/1/13
冨塚部屋,53,STONE OCEAN,ジョジョの奇妙な冒険 ストーンオーシャン OP,ichigo,オカキん,,2026/1/13
芝ちゃん部屋,53,FUN☆FUN☆わんだふるDAYS!【パート分け】,わんだふるぷりきゅあ! ED1,"後本萌葉,石井あみ",cp,,2026/1/13
冨塚部屋,52,小さな花,神秘の世界エルハザード 最終話ED,天野由梨,富井精市,,2026/1/13
芝ちゃん部屋,52,ラケナリアの夢,魔術師クノンは見えている OP,ヰ世界情緒,ゆに,,2026/1/13
冨塚部屋,51,嗚呼!逆転王,タイムボカンシリーズ 逆転イッパツマン,山本正之,がいばー,,2026/1/13
芝ちゃん部屋,51,I AM STANDING,3月のライオン Ed,RUANN,芝ちゃん,,2026/1/13
冨塚部屋,50,銀河鉄道999【グレイス 憲三郎 パート分けあり 第9話 ED】,悪役令嬢転生おじさん 第9話挿入歌,グレイス(CV:M・A・O)=憲三郎(CV:井上和彦),おと,,2026/1/13
